,Unnamed: 0,id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,diff_rating,abs_diff_rating,higher_rating,higher_rating_won,higher_rating_coded,white_higher_rated,result
10615,10615,l8c3NsKI,True,1394725719095.0,1394725757327.0,7,mate,white,4+180,denry,1129,austindecoder,954,e4 a6 Qh5 Ra7 Bc4 Nf6 Qxf7#,B00,St. George Defense,2,175,175,white,1,1,1,2
10617,10617,pOhqdsDX,True,1394785218853.0,1394786098911.0,2,outoftime,black,14+10,fasd,1233,ribari,1391,e4 e5,C20,King's Pawn Game,2,-158,158,black,1,0,0,2
10619,10619,BYtBrFFr,True,1394784161888.0,1394787812085.0,2,outoftime,black,30+12,fasd,1300,zenz,1064,e4 e5,C20,King's Pawn Game,2,236,236,white,0,1,1,0
10635,10635,jKIr9VGq,True,1393181024637.0,1393181333840.0,2,outoftime,black,5+8,hurican,1720,axes,1500,b3 e5,A01,Nimzo-Larsen Attack: Modern Variation,2,220,220,white,0,1,1,0
10660,10660,OUhU84P8,True,1393958292513.0,1393958299581.0,2,resign,black,5+8,thebestofthebad,965,projetoxadrez,1338,e4 e5,C20,King's Pawn Game,2,-373,373,black,1,0,0,2
10661,10661,koNTdAb5,True,1393958284440.0,1393958290160.0,2,resign,white,5+8,projetoxadrez,1335,thebestofthebad,981,e4 d5,B01,Scandinavian Defense,2,354,354,white,1,1,1,2
10662,10662,GIFSBoOO,True,1393958275799.0,1393958282374.0,2,resign,black,5+8,thebestofthebad,981,projetoxadrez,1335,d4 d5,D00,Queen's Pawn Game,2,-354,354,black,1,0,0,2
10663,10663,fmknzWv3,True,1393958267451.0,1393958273398.0,2,resign,white,5+8,projetoxadrez,1332,thebestofthebad,1001,e4 Nh6,B00,Hippopotamus Defense #2,2,331,331,white,1,1,1,2
10664,10664,uaOhh5yA,True,1393958258215.0,1393958264926.0,2,resign,black,5+8,thebestofthebad,1025,projetoxadrez,1328,d4 d5,D00,Queen's Pawn Game,2,-303,303,black,1,0,0,2
10665,10665,Ff2jMUU7,True,1393958248466.0,1393958256222.0,2,resign,white,5+8,projetoxadrez,1324,thebestofthebad,1058,e4 Nc6,B00,Nimzowitsch Defense,2,266,266,white,1,1,1,2
10666,10666,r0FWFuOI,True,1393958236954.0,1393958244153.0,2,resign,black,5+8,thebestofthebad,1106,projetoxadrez,1319,d4 d5,D00,Queen's Pawn Game,2,-213,213,black,1,0,0,2
10667,10667,4Su68tU5,True,1393958228721.0,1393958234269.0,2,resign,white,5+8,projetoxadrez,1319,thebestofthebad,1106,e4 e6,C00,French Defense #2,2,213,213,white,1,1,1,2
10668,10668,A4itigSz,True,1393958217121.0,1393958225511.0,2,resign,black,5+8,thebestofthebad,1197,projetoxadrez,1312,d3 e5,A00,Mieses Opening: Reversed Rat,2,-115,115,black,1,0,0,2
10669,10669,CCWo4ltH,True,1393958205457.0,1393958212047.0,2,resign,white,5+8,projetoxadrez,1302,thebestofthebad,1500,e4 e6,C00,French Defense #2,2,-198,198,black,0,0,0,0
10742,10742,IV4zA3ur,True,1399659199393.0,1399659572743.0,3,outoftime,white,6+20,szinuhe,1427,mohammad_baharan,1399,e4 e5 Nf3,C40,King's Knight Opening,3,28,28,white,1,1,1,2
10748,10748,cWaOg91p,True,1399229946761.0,1399230102318.0,8,resign,black,15+10,mohammad_baharan,1404,mogus,1390,e4 Nc6 Bc4 Nf6 Nf3 Nxe4 Ng5 Nxg5,B00,Nimzowitsch Defense,2,14,14,white,0,1,1,0
10767,10767,Tqh6mDCe,True,1392104321658.0,1392104442994.0,8,draw,draw,10+10,they2aproblem,1176,ghaffari,1148,e4 e5 Qh5 Qf6 Nf3 Nh6 Nxe5 Nf5,C20,King's Pawn Game: Wayward Queen Attack,3,28,28,white,0,1,1,1
10769,10769,zX8b5Jkw,True,1391975191027.0,1391975214998.0,4,resign,white,6+6,gil,1282,ghaffari,1180,e4 e5 Nf3 Qg5,C40,King's Knight Opening,3,102,102,white,1,1,1,2
10771,10771,aMTDDpyI,True,1391974993637.0,1391975061539.0,9,resign,white,10+10,singer,1457,ghaffari,1202,e4 e5 Nf3 Qf6 Nc3 Qh6 d3 Nc6 Bxh6,C40,King's Pawn Game: McConnell Defense,4,255,255,white,1,1,1,2
10780,10780,KuoQEIqt,True,1391454961920.0,1391455010327.0,8,resign,black,5+8,ghaffari,1339,inadias771,1646,e4 d5 Qf3 dxe4 Qxe4 Nf6 Nh3 Nxe4,B01,Scandinavian Defense,2,-307,307,black,1,0,0,2
10792,10792,j4EdSb7P,True,1502940100267.0,1502940634427.0,2,resign,white,20+0,e_boechat,1409,sport2008,1723,e4 e5,C20,King's Pawn Game,2,-314,314,black,0,0,0,0
10834,10834,T6xMKWFg,False,1415929563636.0,1415930210835.0,9,draw,draw,16+0,micaiahwa,1017,beastly,869,e4 e6 Bc4 d6 Bb5+ Bd7 Bxd7+ Qxd7 Nf3,C00,French Defense #2,2,148,148,white,0,1,1,1
10840,10840,7tbB5JoG,True,1413836669094.0,1413836881627.0,4,resign,black,15+0,beastly,927,micaiahw,1055,b3 e6 g3 d5,A01,Nimzo-Larsen Attack,1,-128,128,black,1,0,0,2
10845,10845,kyv23ege,True,1391076428493.0,1391076455567.0,3,resign,white,14+0,mar2345,1828,otari,1500,e4 d6 Nf3,B07,Pirc Defense #4,2,328,328,white,1,1,1,2
10920,10920,hHR7b0fc,True,1395602058113.0,1395602630726.0,6,outoftime,black,5+8,totti,1306,erdem,1396,e4 d5 Nc3 dxe4 Nxe4 Nf6,B01,Scandinavian Defense,2,-90,90,black,1,0,0,2
11002,11002,iN5KeQ1Y,True,1403460428875.0,1403460479499.0,7,resign,white,30+0,vovkakuz,1536,systemd,1232,e4 d5 exd5 Qxd5 Nc3 Qc6 Bb5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,304,304,white,1,1,1,2
11022,11022,0R4m8o8r,True,1397570846351.0,1397572785606.0,7,outoftime,white,30+0,vovkakuz,1508,vitaimut,1373,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3,B01,Scandinavian Defense: Main Line,6,135,135,white,1,1,1,2
11133,11133,xvqfkrf5,True,1388605881957.0,1388606168481.0,3,resign,black,25+0,masterchessssss,1500,andreas00,1133,Nf3 e6 Ne5,A04,Zukertort Opening: Queen's Gambit Invitation,2,367,367,white,0,1,1,0
11150,11150,ex2qp159,True,1388586060146.0,1388586131714.0,8,mate,black,25+0,mohsenh,969,andreas00,1195,e4 e6 Nc3 Qh4 d3 Bc5 Nf3 Qxf2#,C00,French Defense: Queen's Knight,3,-226,226,black,1,0,0,2
11151,11151,ctq876mg,True,1388585870427.0,1388585914483.0,7,mate,white,25+0,andreas00,1178,sudi_george123,1339,e3 e5 Qh5 Nc6 Bc4 Nf6 Qxf7#,A00,Van't Kruijs Opening,1,-161,161,black,0,0,0,0
11306,11306,j67nCume,False,1395855557157.0,1395855587748.0,6,resign,black,7+2,mohammad1534,1325,great-mate-super-gre,1620,e4 e5 Bc4 Nf6 Qh5 Nxh5,C24,Bishop's Opening: Berlin Defense,4,-295,295,black,1,0,0,2
11466,11466,XJoTQFBp,True,1501444928493.0,1501444932384.0,2,resign,black,10+0,crazyscientist1,784,tahsinkayas,1006,e4 e5,C20,King's Pawn Game,2,-222,222,black,1,0,0,2
11467,11467,DFhHkmdh,True,1501444914483.0,1501444919762.0,2,resign,white,10+0,bassboy,827,crazyscientist1,806,e4 d5,B01,Scandinavian Defense,2,21,21,white,1,1,1,2
11468,11468,EWdOWrp4,True,1501444901460.0,1501444905056.0,2,resign,white,10+0,nickatikatom,1025,crazyscientist1,818,e4 d5,B01,Scandinavian Defense,2,207,207,white,1,1,1,2
11469,11469,huIqSncW,True,1501444887703.0,1501444891858.0,2,resign,white,10+0,jessicaals,1027,crazyscientist1,831,e4 d5,B01,Scandinavian Defense,2,196,196,white,1,1,1,2
11470,11470,0p0uuHOx,True,1501444810436.0,1501444814339.0,2,resign,black,15+0,crazyscientist1,837,koksalakdeniz,1216,e4 e5,C20,King's Pawn Game,2,-379,379,black,1,0,0,2
11471,11471,Qh1QZl9s,True,1501444796821.0,1501444804126.0,2,resign,black,15+0,crazyscientist1,844,koksalakdeniz,1214,e4 e5,C20,King's Pawn Game,2,-370,370,black,1,0,0,2
11477,11477,51KzFMkU,True,1501444576945.0,1501444585115.0,2,resign,black,10+0,crazyscientist1,856,goosebumps,1121,e4 Nf6,B02,Alekhine Defense,2,-265,265,black,1,0,0,2
11478,11478,ZJGXmSUw,True,1501444550542.0,1501444555201.0,2,resign,black,10+0,crazyscientist1,889,criscola,850,e4 e5,C20,King's Pawn Game,2,39,39,white,0,1,1,0
11479,11479,EtSMEwpG,True,1501444536552.0,1501444545715.0,3,resign,white,10+0,criscola,833,crazyscientist1,930,d4 e5 dxe5,A40,Englund Gambit,2,-97,97,black,0,0,0,0
11480,11480,djFvoMLe,True,1501444496171.0,1501444498894.0,2,resign,white,10+0,sawatdiikrup,955,crazyscientist1,965,e4 d5,B01,Scandinavian Defense,2,-10,10,black,0,0,0,0
11481,11481,ejCf0dbV,True,1501444469283.0,1501444475644.0,2,resign,black,10+0,crazyscientist1,1004,thejuicecar,999,e4 c5,B20,Sicilian Defense,2,5,5,white,0,1,1,0
11482,11482,eibsMAQI,True,1501444456082.0,1501444459565.0,2,resign,black,10+0,crazyscientist1,1042,phazon23,1083,e4 e5,C20,King's Pawn Game,2,-41,41,black,1,0,0,2
11483,11483,kgOcPDZ0,True,1501444442721.0,1501444449336.0,2,resign,white,10+0,daniil78,1245,crazyscientist1,1069,e4 c5,B20,Sicilian Defense,2,176,176,white,1,1,1,2
11484,11484,EgSuznE2,True,1501444401833.0,1501444413687.0,3,resign,white,10+0,gorik6660,1121,crazyscientist1,1123,e4 c5 Nh3,B20,Sicilian Defense: Brick Variation,3,-2,2,black,0,0,0,0
11485,11485,jfklAxK6,True,1501444348312.0,1501444358492.0,3,resign,white,10+0,haskox,1184,crazyscientist1,1187,e4 e6 d4,C00,French Defense: Normal Variation,3,-3,3,black,0,0,0,0
11486,11486,Uf2JBDvR,True,1501444320662.0,1501444327206.0,2,resign,black,10+0,crazyscientist1,1253,riccovieira,1300,e4 e5,C20,King's Pawn Game,2,-47,47,black,1,0,0,2
11487,11487,W9qwQpJH,True,1501443530523.0,1501443536180.0,3,resign,white,15+0,ralex,1418,crazyscientist1,1271,e4 e5 Nf3,C40,King's Knight Opening,3,147,147,white,1,1,1,2
11488,11488,yr9cSh61,True,1501443492495.0,1501443503116.0,3,resign,white,3+9,philiprib,1405,crazyscientist1,1500,Nf3 d5 d4,D02,Queen's Pawn Game: Zukertort Variation,3,-95,95,black,0,0,0,0
11495,11495,7SDFM8wY,False,1504443272214.0,1504443289072.0,7,resign,white,0+180,sparkyman,1324,iamaliveandbored,1158,e4 e5 Nf3 Nf6 Nc3 Nxe4 Nxe4,C42,Russian Game: Three Knights Game,5,166,166,white,1,1,1,2
11496,11496,KBG3ijIf,False,1504443173551.0,1504443185125.0,6,resign,black,0+180,iamaliveandbored,1158,sparkyman,1324,e4 e5 Nf3 Nc6 Nxe5 Nxe5,C44,Irish Gambit,5,-166,166,black,1,0,0,2
11501,11501,m5AyQ1qS,True,1504366072346.0,1504366095835.0,4,resign,white,10+0,edwar,1500,iamaliveandbored,1168,e4 e5 Nc3 Nf6,C26,Vienna Game: Falkbeer Variation,4,332,332,white,1,1,1,2
11503,11503,ZFjv8xKj,True,1504355535399.0,1504355578046.0,7,draw,draw,10+0,godk2001,1156,iamaliveandbored,1157,e4 e5 Qh5 d6 Nf3 Qf6 Bc4,C20,King's Pawn Game: Wayward Queen Attack,3,-1,1,black,0,0,0,1
11803,11803,Mynfr537,False,1504436942577.0,1504436950217.0,2,resign,white,45+0,ziaad98,1500,vrg2311,1233,e4 c5,B20,Sicilian Defense,2,267,267,white,1,1,1,2
11876,11876,3Cjza2YJ,True,1499903129360.0,1499903183660.0,8,resign,black,15+0,fedeh79,1561,nomatter9230,1556,e4 e5 Nf3 Nc6 Bc4 Be7 Nc3 Nf6,C50,Italian Game: Hungarian Defense,6,5,5,white,0,1,1,0
11965,11965,YICcBw5g,True,1502989186921.0,1502989197668.0,2,resign,black,20+0,the_loving_boy,1586,jacob1991,1333,d4 d5,D00,Queen's Pawn Game,2,253,253,white,0,1,1,0
12006,12006,bRIWbJtD,False,1500920586661.0,1500920714617.0,7,draw,draw,15+0,clash_royale,1542,iammzys,1535,a4 e5 Ra3 Bxa3 f4 exf4 e3,A00,Ware Opening,1,7,7,white,0,1,1,1
12071,12071,CUEfPrCD,True,1500920977261.0,1500921018171.0,7,resign,white,10+0,olefm,1227,dinobzik,1192,e4 c5 c4 Nf6 e5 Nd5 cxd5,B20,Sicilian Defense: Staunton-Cochrane Variation,3,35,35,white,1,1,1,2
12263,12263,TRSCZnih,False,1504393105110.0,1504393121653.0,3,resign,white,8+0,soy,1314,toitles,1513,d4 e6 e4,C00,French Defense: Normal Variation,3,-199,199,black,0,0,0,0
12294,12294,eP09Yv7W,True,1500085220607.0,1500085237165.0,4,mate,black,10+0,duckduckfrog,1527,smartduckduckcow,1882,f4 e6 g4 Qh4#,A02,Bird Opening,1,-355,355,black,1,0,0,2
12296,12296,V7a3QIoB,True,1499905313373.0,1499905333733.0,4,mate,black,10+0,duckduckfrog,1533,smartduckduckcow,1897,f4 e6 g4 Qh4#,A02,Bird Opening,1,-364,364,black,1,0,0,2
12297,12297,mzWzFRLc,True,1499905261868.0,1499905292159.0,5,mate,white,10+0,smartduckduckcow,1894,duckduckfrog,1539,e3 f5 Nc3 g5 Qh5#,A00,Van't Kruijs Opening,1,355,355,white,1,1,1,2
12299,12299,pSa9EQDs,True,1499905025453.0,1499905049163.0,4,mate,black,10+0,duckduckfrog,1552,smartduckduckcow,1887,f4 e6 g4 Qh4#,A02,Bird Opening,1,-335,335,black,1,0,0,2
12324,12324,inyTCeV2,True,1501666343382.0,1501666356713.0,4,mate,black,10+0,duckduckfrog,1527,ducksandcats,1861,f4 e6 g4 Qh4#,A02,Bird Opening,1,-334,334,black,1,0,0,2
12349,12349,1qnSNFC7,True,1503420469634.0,1503420591645.0,6,draw,draw,180+3,mineralkin,1459,dfdghgh,1488,d4 Nf6 c3 g6 Bf4 Bg7,A45,Indian Game,2,-29,29,black,0,0,0,1
12353,12353,EzVNMZcU,True,1503230204551.0,1503230228463.0,9,resign,white,3+15,stama001,1785,dfdghgh,1483,b4 e5 Bb2 Nc6 b5 Nd4 e3 Ne6 Bxe5,A00,Polish Opening,1,302,302,white,1,1,1,2
12356,12356,0Dnos2gk,True,1503163423629.0,1503163485365.0,5,resign,white,10+3,dfdghgh,1482,angelmedina,1403,d4 d5 Bf4 e5 Bxe5,D00,Queen's Pawn Game: Mason Attack,3,79,79,white,1,1,1,2
12419,12419,gB9xoMat,False,1502376048117.0,1502376134147.0,3,draw,draw,60+0,chess-brahs,1990,niftyleopard,1779,Nf3 b6 g3,A04,Zukertort Opening: Queenside Fianchetto Variation,2,211,211,white,0,1,1,1
12565,12565,S5fFAYng,True,1504045111140.0,1504045152088.0,9,resign,white,5+8,bee7400,1337,wizzards,1411,e3 e5 b3 d5 Qh5 Nc6 Bb5 g6 Qxe5+,A00,Van't Kruijs Opening,1,-74,74,black,0,0,0,0
12567,12567,CrPfZDC0,True,1503851058494.0,1503851105349.0,7,resign,white,20+0,fmakr,1342,wizzards,1440,e4 e5 Nc3 Nf6 f3 Nc6 Nge2,C20,King's Pawn Game: King's Head Opening,5,-98,98,black,0,0,0,0
12734,12734,2aDpu1w9,False,1484161664953.0,1484161674318.0,3,resign,white,2+9,ddd223,1500,walkingwarrobots,1342,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,158,158,white,1,1,1,2
12735,12735,vb2agSjj,True,1484075004450.0,1484075026820.0,2,resign,black,15+15,walkingwarrobots,1500,parenek2016,1537,e4 e6,C00,French Defense #2,2,-37,37,black,1,0,0,2
12746,12746,4L01IuSo,False,1504365011861.0,1504365044941.0,7,resign,black,10+5,leapinggerbil,1431,pietaritamminen,1416,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O,C50,Giuoco Piano,6,15,15,white,0,1,1,0
12932,12932,tcOfCZD6,True,1499000391087.0,1499000395485.0,2,resign,black,10+0,cfc52,1567,aaaaaaaddd,1782,d3 e6,A00,Mieses Opening,1,-215,215,black,1,0,0,2
12933,12933,fHn3NBen,True,1499000364943.0,1499000369194.0,2,resign,white,10+0,aaaaaaaddd,1776,cfc52,1572,d3 e6,A00,Mieses Opening,1,204,204,white,1,1,1,2
12934,12934,8UxSc1Wj,True,1499000299116.0,1499000303367.0,2,resign,black,10+0,cfc52,1578,aaaaaaaddd,1771,d3 e6,A00,Mieses Opening,1,-193,193,black,1,0,0,2
12935,12935,CgKT2Sc4,True,1499000244947.0,1499000257438.0,2,resign,black,10+0,aaaaaaaddd,1789,cfc52,1560,d3 f6,A00,Mieses Opening,1,229,229,white,0,1,1,0
12936,12936,B7DgL7p5,True,1499000206810.0,1499000210318.0,2,resign,white,10+0,aaaaaaaddd,1783,cfc52,1565,d3 d6,A00,Mieses Opening,1,218,218,white,1,1,1,2
12939,12939,0KaNNsh3,True,1498998515629.0,1498998520363.0,2,resign,black,10+0,cfc52,1570,aaaaaaaddd,1797,e3 e6,A00,Van't Kruijs Opening,1,-227,227,black,1,0,0,2
12940,12940,UHp7Nlph,True,1498998495193.0,1498998501261.0,2,resign,white,10+0,aaaaaaaddd,1792,cfc52,1575,e3 e6,A00,Van't Kruijs Opening,1,217,217,white,1,1,1,2
12941,12941,AZEFZFQR,True,1498998471981.0,1498998476853.0,2,resign,white,10+0,aaaaaaaddd,1787,cfc52,1581,d3 e6,A00,Mieses Opening,1,206,206,white,1,1,1,2
12942,12942,LfRRIsUw,True,1498998455782.0,1498998461513.0,2,resign,white,10+0,aaaaaaaddd,1781,cfc52,1587,d3 f6,A00,Mieses Opening,1,194,194,white,1,1,1,2
12943,12943,K8ek5fIK,True,1498998434657.0,1498998439500.0,2,resign,white,10+0,aaaaaaaddd,1776,cfc52,1593,d3 e6,A00,Mieses Opening,1,183,183,white,1,1,1,2
12944,12944,ItUPrkQ5,True,1498998417570.0,1498998423035.0,2,resign,black,10+0,cfc52,1599,aaaaaaaddd,1769,d3 e6,A00,Mieses Opening,1,-170,170,black,1,0,0,2
12945,12945,xITRx9Ve,True,1498998396819.0,1498998401717.0,2,resign,white,10+0,aaaaaaaddd,1763,cfc52,1606,d3 e6,A00,Mieses Opening,1,157,157,white,1,1,1,2
12946,12946,v3oiOYz0,True,1498998374006.0,1498998378710.0,2,resign,black,10+0,cfc52,1613,aaaaaaaddd,1756,d4 e6,A40,Horwitz Defense,2,-143,143,black,1,0,0,2
12947,12947,IxL5TBNF,True,1498998349673.0,1498998356680.0,2,resign,white,10+0,aaaaaaaddd,1749,cfc52,1620,d3 e6,A00,Mieses Opening,1,129,129,white,1,1,1,2
12948,12948,8jYhdJOA,True,1498998322212.0,1498998329475.0,2,resign,white,10+0,cfc52,1604,aaaaaaaddd,1765,c3 e6,A00,Saragossa Opening,1,-161,161,black,0,0,0,0
12950,12950,3fA8NveE,True,1498993096845.0,1498993101274.0,2,resign,white,10+0,aaaaaaaddd,1769,cfc52,1625,d4 e6,A40,Horwitz Defense,2,144,144,white,1,1,1,2
12951,12951,bG5JVyoJ,True,1498993066881.0,1498993074867.0,2,resign,white,10+0,aaaaaaaddd,1761,cfc52,1632,d4 e6,A40,Horwitz Defense,2,129,129,white,1,1,1,2
12952,12952,aVwjwvBy,True,1498993043515.0,1498993050887.0,2,resign,white,10+0,cfc52,1616,aaaaaaaddd,1777,d3 e6,A00,Mieses Opening,1,-161,161,black,0,0,0,0
12953,12953,ilhtdQVv,True,1498992996468.0,1498993000983.0,2,resign,white,10+0,aaaaaaaddd,1771,cfc52,1623,d4 e6,A40,Horwitz Defense,2,148,148,white,1,1,1,2
12954,12954,fgh2VwKl,True,1498992954934.0,1498992961376.0,2,resign,white,10+0,aaaaaaaddd,1763,cfc52,1630,d4 e6,A40,Horwitz Defense,2,133,133,white,1,1,1,2
13067,13067,tFqHJcCa,False,1490929931017.0,1490930062426.0,7,draw,draw,15+2,konstantin71,1670,win222,1500,e4 e5 Nf3 Nc6 Bc4 Bc5 c3,C53,Italian Game: Classical Variation #2,7,170,170,white,0,1,1,1
13103,13103,MquSInPb,True,1502463079459.0,1502463126118.0,8,mate,black,10+0,samilou123,1605,ppm,1735,e4 e5 h3 Bc5 a3 Qf6 Ne2 Bxf2#,C20,King's Pawn Game,2,-130,130,black,1,0,0,2
13104,13104,by9VPjru,True,1502463027441.0,1502463056403.0,8,mate,black,10+0,samilou123,1614,ppm,1727,e4 e5 h3 Bc5 a3 Qf6 Nc3 Qxf2#,C20,King's Pawn Game,2,-113,113,black,1,0,0,2
13111,13111,16dPmhLI,True,1493571845203.0,1493571903709.0,7,resign,white,10+0,ralf7,2192,fishoutofwater,2106,e4 d6 d4 Nd7 f4 e5 Nf3,B07,Rat Defense: Antal Defense,4,86,86,white,1,1,1,2
13231,13231,8c1sF2CM,True,1496221624010.0,1496221632895.0,2,outoftime,black,150+180,sveenemand,1039,canturkoguz,1161,e4 e5,C20,King's Pawn Game,2,-122,122,black,1,0,0,2
13232,13232,wX3EQAPu,True,1495005582083.0,1495005601617.0,2,resign,black,150+180,sveenemand,1055,poshgirl,1280,e3 e5,A00,Van't Kruijs Opening,1,-225,225,black,1,0,0,2
13233,13233,rVHJzpo8,True,1494407847278.0,1494407907258.0,8,resign,black,10+0,sveenemand,1086,sergik91,1148,e3 d5 d3 Nc6 Qh5 Be6 Qxh7 Rxh7,A00,Van't Kruijs Opening,1,-62,62,black,1,0,0,2
13235,13235,yPT5JaJx,False,1487673631217.0,1487673690398.0,4,resign,black,180+180,sveenemand,1091,fingers33,1171,e3 c5 d3 e5,A00,Van't Kruijs Opening,1,-80,80,black,1,0,0,2
13267,13267,XcT8WL1F,False,1486568051572.0,1486568127277.0,6,mate,black,30+0,izi08,1500,flowg10,1628,g3 e5 f4 exf4 gxf4 Qh4#,A00,Hungarian Opening,1,-128,128,black,1,0,0,2
13269,13269,7llidxIH,False,1486566531482.0,1486566556234.0,3,draw,draw,15+0,izi08,1500,mysterioustoad,1626,f4 d5 d3,A03,Bird Opening: Dutch Variation,2,-126,126,black,0,0,0,1
13270,13270,SeiZHaJr,False,1486566436230.0,1486566495646.0,7,resign,white,15+0,nicomottaye,1200,izi08,1500,e4 d5 e5 c6 d4 c5 dxc5,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,6,-300,300,black,0,0,0,0
13271,13271,q7Gy5nXc,False,1486566388782.0,1486566412048.0,4,draw,draw,15+0,litbea,1454,izi08,1500,e4 d6 d3 c6,B07,Pirc Defense #4,2,-46,46,black,0,0,0,1
13329,13329,HHymJTFE,True,1491663681516.0,1491663716495.0,8,resign,white,15+5,cornely,1332,arturfritz,1498,e4 c5 Bc4 Nc6 Nf3 Nf6 e5 Ng4,B20,Sicilian Defense: Bowdler Attack,3,-166,166,black,0,0,0,0
13358,13358,3U0jhAL1,True,1496219578678.0,1496219620909.0,5,outoftime,white,8+11,dominickburger,1473,leo_tycho,1532,e4 e5 Qg4 Qf6 Bc4,C20,King's Pawn Game,2,-59,59,black,0,0,0,0
13443,13443,CPPHnH6t,True,1504419513615.0,1504419522915.0,5,resign,white,8+0,chessbuzz17,2141,andrei70ster,2180,d4 g6 Bh6 Bg7 Bxg7,A40,Modern Defense,2,-39,39,black,0,0,0,0
13643,13643,cUsijlOF,True,1502794274231.0,1502794332140.0,9,resign,black,10+0,kuppel,1080,chesswith666,1003,Nf3 Nf6 d4 g6 c3 Bg7 e4 Nxe4 g4,A49,East Indian Defense,4,77,77,white,0,1,1,0
13701,13701,8uS7Lt5i,True,1504399803537.0,1504399805459.0,1,resign,black,10+0,networkchess2,1878,kaskade24,1860,d3,A00,Mieses Opening,1,18,18,white,0,1,1,0
13714,13714,t0Ge6UkK,True,1503674843558.0,1503674858156.0,6,resign,white,10+0,alfdl,1959,networkchess2,2008,e4 c6 Nc3 d5 Nf3 c5,B10,Caro-Kann Defense: Two Knights Attack,5,-49,49,black,0,0,0,0
13715,13715,ip8OPXQ6,True,1503674817207.0,1503674825477.0,2,resign,black,10+0,networkchess2,2029,filixius,2025,e4 Nf6,B02,Alekhine Defense,2,4,4,white,0,1,1,0
13716,13716,wvolfLL2,True,1503674783751.0,1503674806390.0,7,resign,black,10+0,networkchess2,2058,alfdl,1945,e4 d5 exd5 Nf6 Bc4 Bf5 d6,B01,Scandinavian Defense: Modern Variation #2,4,113,113,white,0,1,1,0
14003,14003,adLUOpXO,True,1503915229447.0,1503915267819.0,5,outoftime,white,10+0,rhysmc123,1328,miron33,1362,e4 c5 d3 e5 Nf3,B20,Sicilian Defense,2,-34,34,black,0,0,0,0
14126,14126,e9av6QAS,True,1501276402533.0,1501276497993.0,8,resign,black,10+0,plam,1631,mster_bagas1,1547,d4 b6 Bf4 Bb7 e3 g6 Bd3 Bxg2,A40,English Defense #2,2,84,84,white,0,1,1,0
14172,14172,zpRypxOK,True,1504314443197.0,1504314461097.0,7,resign,white,8+0,spearlarry,1342,howchessyt,1170,e4 e5 c3 Nc6 d4 exd4 cxd4,C20,King's Pawn Game: Macleod Attack,3,172,172,white,1,1,1,2
14179,14179,FqzDHBew,True,1504306027771.0,1504306104128.0,3,resign,white,8+8,partiallyundead,1183,howchessyt,1191,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3,-8,8,black,0,0,0,0
14182,14182,QOEFbpiQ,False,1504282887261.0,1504282900793.0,2,resign,white,10+0,julioparra,1286,howchessyt,1198,b3 d5,A01,Nimzo-Larsen Attack: Classical Variation,2,88,88,white,1,1,1,2
14303,14303,eP09Yv7W,True,1500085220607.0,1500085237165.0,4,mate,black,10+0,duckduckfrog,1527,smartduckduckcow,1882,f4 e6 g4 Qh4#,A02,Bird Opening,1,-355,355,black,1,0,0,2
14305,14305,V7a3QIoB,True,1499905313373.0,1499905333733.0,4,mate,black,10+0,duckduckfrog,1533,smartduckduckcow,1897,f4 e6 g4 Qh4#,A02,Bird Opening,1,-364,364,black,1,0,0,2
14306,14306,mzWzFRLc,True,1499905261868.0,1499905292159.0,5,mate,white,10+0,smartduckduckcow,1894,duckduckfrog,1539,e3 f5 Nc3 g5 Qh5#,A00,Van't Kruijs Opening,1,355,355,white,1,1,1,2
14308,14308,pSa9EQDs,True,1499905025453.0,1499905049163.0,4,mate,black,10+0,duckduckfrog,1552,smartduckduckcow,1887,f4 e6 g4 Qh4#,A02,Bird Opening,1,-335,335,black,1,0,0,2
14359,14359,BOJ8n9Jc,True,1504117538577.0,1504117690934.0,9,resign,white,10+0,bigbrother101,1364,greentxo,1219,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Qe7 Bxf7+,C57,Italian Game: Two Knights Defense |  Knight Attack,7,145,145,white,1,1,1,2
14410,14410,gB9xoMat,False,1502376048117.0,1502376134147.0,3,draw,draw,60+0,chess-brahs,1990,niftyleopard,1779,Nf3 b6 g3,A04,Zukertort Opening: Queenside Fianchetto Variation,2,211,211,white,0,1,1,1
14709,14709,bc9QcnOx,True,1502191562937.0,1502191615849.0,9,resign,white,15+0,rodrigowski19,1184,valibulin,924,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Bd6 Nxf7,C57,Italian Game: Two Knights Defense |  Knight Attack,7,260,260,white,1,1,1,2
